"bp","mins_per_week","diet"
94.128539341868,53.10173262842,"meat heavy"
90.9995669402109,74.424779927358,"meat heavy"
73.8354088939693,114.570672670379,"meat heavy"
77.0543436490183,181.641557998955,"meat heavy"
100.145776981248,40.3363862074912,"meat heavy"
95.6190018159365,179.677936993539,"meat heavy"
80.078617354463,188.93505372107,"meat heavy"
90.6607602658568,132.159558497369,"meat heavy"
86.8796687161933,125.822808779776,"meat heavy"
84.9936790223626,12.3572540935129,"meat heavy"
91.7305628690172,41.1949149798602,"meat heavy"
92.5259654123166,35.3113505057991,"meat heavy"
85.6664090997325,137.404569331557,"meat heavy"
103.318179355564,76.8207436427474,"meat heavy"
92.2349290846043,153.968283999711,"meat heavy"
88.4007791957598,99.5398484170437,"meat heavy"
83.1140130333465,143.523701652884,"meat heavy"
87.1315118574377,198.381218966097,"meat heavy"
97.9659283980497,76.0070358868688,"meat heavy"
77.5635386281089,155.489044263959,"meat heavy"
74.2309438082606,186.941046221182,"meat heavy"
99.4029691957151,42.4285042565316,"meat heavy"
94.6518539234366,130.334753217176,"meat heavy"
96.3654359592714,25.1110191922635,"meat heavy"
103.466663889992,53.4441337455064,"meat heavy"
96.2587769527963,77.2228185087442,"meat heavy"
93.6119294043144,2.67806663177907,"meat heavy"
95.7634377728438,76.4775914140046,"meat heavy"
71.3125521247827,173.938169144094,"meat heavy"
107.523257083257,68.0697993375361,"meat heavy"
110.162396675638,96.416023094207,"meat heavy"
84.3364687268331,119.913165085018,"meat heavy"
79.6878275958572,98.7082614097744,"meat heavy"
101.972844246203,37.2435202822089,"meat heavy"
82.101987589052,165.474663721398,"meat heavy"
110.6468428412,133.693347638473,"meat heavy"
83.7228027581379,158.847972145304,"meat heavy"
104.738521106751,21.5887251775712,"meat heavy"
85.8058026670021,144.742189208046,"meat heavy"
84.3417793183054,82.2548859287053,"meat heavy"
85.4689971128263,164.189258823171,"meat heavy"
69.0092098346911,129.412038763985,"meat heavy"
98.9968933698405,156.586552457884,"meat heavy"
90.4718071492923,110.607262328267,"meat heavy"
111.131725099667,105.943916039541,"meat heavy"
88.9679706552076,157.871246337891,"meat heavy"
92.433911644106,4.66624046675861,"meat heavy"
96.5626622341592,95.446013007313,"meat heavy"
76.0127489101535,146.46274773404,"meat heavy"
73.6090348679567,138.546311296523,"meat heavy"
77.5670432844064,122.928994335234,"vegetarian"
84.3068396537494,111.431907769293,"vegetarian"
75.2332288763692,65.7554638106376,"vegetarian"
85.6740248331393,90.6262890901417,"vegetarian"
77.4532716155631,100.088194524869,"vegetarian"
102.311139971466,36.1732722260058,"vegetarian"
91.1078135545659,105.926120560616,"vegetarian"
93.9511908035353,15.0551491416991,"vegetarian"
88.2863417129642,55.5511865299195,"vegetarian"
101.396361766719,42.5399038475007,"vegetarian"
78.0730544985601,56.9580961950123,"vegetarian"
78.5933644905002,179.018820589408,"vegetarian"
98.430351738767,89.2470646649599,"vegetarian"
76.9330666873267,155.996977956966,"vegetarian"
81.1649544942412,176.123806973919,"vegetarian"
80.2456722865747,82.6248419005424,"vegetarian"
81.672454353494,12.7616961020976,"vegetarian"
81.5378919868663,67.0974983368069,"vegetarian"
88.4944314194381,144.745189324021,"vegetarian"
82.5514645103089,67.5230666995049,"vegetarian"
78.6795971338919,126.082824496552,"vegetarian"
96.7491591436909,168.122910801321,"vegetarian"
81.1419425851111,171.226332942024,"vegetarian"
82.4217161375108,78.2718562055379,"vegetarian"
83.237104816655,76.0987771209329,"vegetarian"
90.3357722185247,179.089085198939,"vegetarian"
82.9757244329148,128.863152582198,"vegetarian"
83.1415009878971,148.215729743242,"vegetarian"
76.9727883193846,121.060689305887,"vegetarian"
79.9511340545422,180.616322299466,"vegetarian"
85.0141440941468,58.7460310198367,"vegetarian"
78.7285349176266,38.2520219776779,"vegetarian"
88.5420600397173,177.290188660845,"vegetarian"
68.8093802106702,100.667897146195,"vegetarian"
86.3114635218488,175.411508604884,"vegetarian"
69.2571145197402,37.8387244883925,"vegetarian"
80.4740326268599,151.620610477403,"vegetarian"
78.2682031702127,144.899778533727,"vegetarian"
76.5916025566003,188.744963658974,"vegetarian"
83.335739047494,109.529317403212,"vegetarian"
64.4329180077533,142.348773544654,"vegetarian"
95.9880229205338,77.7810199651867,"vegetarian"
68.1485293855146,20.174625236541,"vegetarian"
78.5100918080992,185.460417717695,"vegetarian"
73.2743339489496,56.6465000621974,"vegetarian"
76.3106636704382,118.114631762728,"vegetarian"
105.650944246396,22.0721209887415,"vegetarian"
83.4929421326988,168.101406423375,"vegetarian"
71.50106732677,63.5927368886769,"vegetarian"
67.0282419818351,156.57026739791,"vegetarian"
